connection_date,user_id,start_hour,start_minute,end_hour,end_minute
20171030,367996,14,43,14,52
20171030,368237,15,54,16,3
20171030,368277,18,3,18,11
20171030,368402,9,20,9,25
20171030,369042,18,48,19,3
20171030,369853,19,58,20,5
20171030,370820,19,4,19,10
20171030,371344,9,10,10,5
20171030,371447,16,22,16,57
20171030,372040,7,47,8,11
20171030,372151,19,47,19,55
20171030,372173,5,38,5,39
20171030,372739,17,28,17,45
20171030,373542,17,31,17,37
20171030,373740,17,8,17,22
20171030,375182,13,18,13,26
20171030,376075,9,58,10,11
20171030,377525,8,30,9,16
20171030,377930,6,50,8,13
20171030,378227,5,50,6,25
20171030,378452,5,45,6,6
20171030,378735,16,43,16,51
20171030,379371,5,35,6,4
20171030,379646,17,0,17,13
20171030,379760,16,5,16,6
20171030,380357,17,18,17,22
20171030,383573,10,22,10,27
20171030,383850,14,8,14,36
20171030,385188,15,36,15,57
20171030,386815,12,13,12,16
20171030,387259,9,7,9,18
20171030,387981,17,42,17,52
20171030,389022,19,27,19,33
20171030,389234,12,29,13,16
20171030,390471,19,3,19,17
20171030,390887,8,42,8,51
20171030,391026,7,45,7,51
20171030,394100,15,58,15,59
20171030,394681,7,3,7,4
20171030,397006,18,15,18,24
20171030,397196,22,13,22,16
20171030,398678,9,26,9,48
20171030,400241,11,44,11,59
20171030,403296,5,46,6,14
20171030,403698,15,0,15,5
20171030,404253,4,59,5,9
20171030,404527,16,36,16,42
20171030,405927,18,26,18,52
20171030,405964,8,12,8,37
20171030,408243,12,55,13,5
20171030,408700,14,40,15,20
20171030,408713,19,4,19,17
20171030,410606,6,7,6,23
20171030,410855,9,20,9,27
20171030,411069,11,53,12,6
20171030,411613,6,4,6,57
20171030,412438,19,19,19,34
20171030,413220,9,52,9,59
20171030,413396,20,50,21,27
20171030,414386,15,35,15,40
20171030,414401,16,24,16,34
20171030,415699,21,26,22,10
20171030,416065,18,30,18,33
20171030,416075,11,38,11,40
20171030,420576,17,11,17,13
20171030,421602,5,53,6,1
20171030,422188,5,28,5,32
20171030,424256,11,58,12,13
20171030,425330,16,57,17,0
20171030,425908,14,46,15,14
20171030,426913,7,38,7,50
20171030,427107,6,10,6,39
20171030,428160,6,15,6,43
20171030,428650,9,36,9,42
20171030,428771,8,44,8,52
20171030,429004,14,9,14,19
20171030,431239,17,24,17,31
20171030,431507,15,28,15,36
20171030,431701,16,34,16,48
20171030,433340,8,50,9,9
20171030,434772,20,16,20,21
20171030,434903,12,24,12,29
20171030,437665,14,15,14,37
20171030,438481,10,32,10,41
20171030,439887,16,38,16,49
20171030,440197,8,5,8,20
20171030,443110,7,7,7,15
20171030,446159,13,54,14,13
20171030,447066,12,54,13,13
20171030,447470,17,21,17,53
20171030,447484,16,1,16,12
20171030,447490,8,44,8,55
20171030,447749,10,6,10,16
20171030,447868,14,32,14,37
20171030,448098,7,13,7,24
20171030,448191,17,15,17,36
20171030,450348,16,56,17,4
20171030,452164,11,3,11,17
20171030,452794,17,20,17,26
20171030,455336,23,1,23,33
20171030,455811,6,53,7,3
20171030,456366,8,18,9,0
20171030,457906,11,22,11,29
20171030,458492,18,17,18,37
20171030,458790,15,20,15,42
20171030,459800,14,38,14,49
20171030,460314,10,34,10,39
20171030,460719,10,56,11,1
20171030,462343,19,48,19,50
20171030,464736,18,39,19,18
20171030,465004,16,38,16,47
20171030,466021,7,28,7,35
20171030,467549,6,32,6,50
20171030,468344,9,3,9,24
20171030,468897,20,7,20,21
20171030,469366,8,43,8,45
20171030,470456,13,12,13,30
20171030,470845,19,42,19,51
20171030,470918,8,41,8,48
20171030,471932,15,54,16,15
20171030,477056,5,42,5,48
20171030,477332,9,44,9,48
20171030,477464,9,12,9,54
20171030,479185,17,12,17,17
20171030,480518,12,43,12,59
20171030,482683,7,18,7,36
20171030,482715,15,49,16,18
20171030,483371,13,58,14,10
20171030,484822,9,12,9,20
20171030,491882,6,46,6,51
20171030,493329,21,32,21,37
20171030,494258,16,41,17,17
20171030,494492,14,45,14,50
20171030,494905,18,9,18,17
20171030,494935,11,25,11,37
20171030,496943,13,36,13,52
20171030,498226,17,51,17,57
20171030,499291,18,46,19,5
20171030,499564,13,16,14,5
20171030,500192,4,53,5,14
20171030,500968,18,2,18,10
20171030,501688,7,22,7,34
20171030,502341,19,51,19,56
20171030,502944,6,6,6,20
20171030,503915,7,1,7,23
20171030,504030,6,46,6,47
20171030,504130,13,39,13,43
20171030,504764,19,5,19,7
20171030,505902,13,22,13,32
20171030,506465,10,35,10,41
20171030,507581,8,25,8,33
20171030,507717,10,35,11,5
20171030,508509,13,28,13,36
20171030,509404,9,36,9,53
20171030,510695,17,13,17,39
20171030,511404,7,49,7,54
20171030,511437,13,30,13,53
20171030,511542,11,12,11,17
20171030,511617,10,38,10,55
20171030,511662,16,16,16,27
20171030,512459,17,18,17,22
20171030,513111,11,45,11,58
20171030,514256,9,20,9,23
20171030,515645,7,54,7,58
20171030,516139,18,31,18,37
20171030,517023,14,48,15,14
20171030,517849,8,8,8,18
20171030,519842,20,3,20,10
20171030,520512,12,29,12,34
20171030,520515,17,6,17,16
20171030,521040,14,13,14,24
20171030,521133,5,48,6,11
20171030,521262,17,59,18,24
20171030,521796,17,59,18,6
20171030,521972,13,13,13,23
20171030,522874,11,21,11,25
20171030,524094,14,44,14,53
20171030,526878,17,29,18,18
20171030,531023,12,24,12,42
20171030,533303,22,36,22,41
20171030,533923,17,2,17,13
20171030,534010,16,57,17,1
20171030,534066,10,24,10,53
20171030,534305,18,14,18,20
20171030,536139,6,40,6,41
20171030,538403,9,11,9,13
20171030,538521,9,53,10,0
20171030,538959,20,38,21,8
20171030,540459,19,22,19,29
20171030,544563,15,37,15,57
20171030,544565,20,1,20,11
20171030,546411,17,24,17,27
20171030,546788,20,20,20,42
20171030,549331,16,40,17,20
20171030,549916,8,43,8,55
20171030,550921,17,50,18,9
20171030,551695,8,35,8,44
20171030,551783,0,1,0,7
20171030,552830,7,48,7,59
20171030,553349,18,32,18,36
20171030,554042,7,36,7,48
20171030,554221,18,35,18,38
20171030,554727,16,39,16,45
20171030,555652,15,3,15,23
20171030,555722,15,7,15,22
20171030,556098,14,4,14,8
20171030,556146,17,53,17,55
20171030,556667,16,15,16,24
20171030,556836,12,5,12,36
20171030,557172,16,30,16,37
20171030,558283,17,13,17,25
20171030,559644,13,52,15,10
20171030,559657,8,5,8,15
20171030,560735,16,2,16,49
20171030,560798,17,36,18,1
20171030,561172,16,50,17,10
20171030,561704,21,8,21,12
20171030,561763,8,24,8,33
20171030,562268,16,12,16,17
20171030,562307,8,14,8,24
20171030,562478,19,8,19,17
20171030,564199,10,16,10,27
20171030,566995,21,59,22,7
20171030,567950,17,19,17,47
20171030,569333,15,11,15,29
20171030,569971,20,53,20,59
20171030,570004,18,9,18,11
20171030,570969,8,27,8,50
20171030,572161,12,34,12,41
20171030,572275,17,42,17,46
20171030,575449,12,40,12,44
20171030,575664,8,21,8,30
20171030,575835,14,25,14,32
20171030,576149,7,4,7,14
20171030,577661,6,53,7,7
20171030,577964,12,25,12,34
20171030,578775,8,41,8,52
20171030,579065,10,24,10,33
20171030,579229,18,3,18,10
20171030,579540,18,11,18,15
20171030,580605,20,54,21,2
20171030,580631,4,14,4,32
20171030,580994,18,6,18,9
20171030,581022,17,7,17,13
20171030,581275,10,53,11,0
20171030,581987,8,26,8,40
20171030,584233,7,0,7,45
20171030,586339,18,32,19,0
20171030,591185,17,16,17,21
20171030,591194,9,1,9,8
20171030,591562,15,10,15,12
20171030,591688,17,33,17,39
20171030,591884,18,54,19,15
20171030,592293,13,10,13,41
20171030,592354,17,29,17,33
20171030,593383,14,0,14,17
20171030,593482,10,31,10,39
20171030,594350,19,7,19,46
20171030,594540,19,8,19,9
20171030,596177,10,33,10,43
20171030,596717,13,47,13,51
20171030,598331,18,32,19,10
20171030,598800,8,25,8,46
20171030,598833,14,3,14,15
20171030,599800,9,4,9,6
20171030,601415,13,3,13,9
20171030,601428,6,13,6,37
20171030,605099,6,27,6,36
20171030,606529,15,49,15,57
20171030,608148,14,17,14,25
20171030,608470,18,20,19,21
20171030,608543,8,15,8,23
20171030,608958,8,44,9,8
20171030,609232,7,45,8,7
20171030,609512,6,37,6,44
20171030,609676,18,55,19,3
20171030,610131,7,36,7,44
20171030,610544,20,1,20,46
20171030,611022,15,30,15,37
20171030,611178,6,32,6,37
20171030,611736,18,6,18,23
20171030,611982,10,26,10,43
20171030,613374,7,46,8,1
20171030,613670,7,45,8,16
20171030,614389,23,43,23,47
20171030,614672,12,45,12,50
20171030,616732,18,31,18,40
20171030,616921,10,58,11,53
20171030,617010,20,55,21,0
20171030,617681,9,3,9,12
20171030,617944,18,51,19,14
20171030,619129,17,43,18,16
20171030,619363,18,35,18,40
20171030,620863,8,13,8,19
20171030,621320,19,13,19,22
20171030,621824,19,29,19,30
20171030,622647,13,33,13,41
20171030,622735,16,16,16,18
20171030,624578,8,47,9,3
20171030,624843,21,30,21,35
20171030,625746,16,32,16,35
20171030,626435,11,47,12,49
20171030,626701,5,36,5,53
20171030,626984,11,8,11,26
20171030,629630,5,41,5,44
20171030,630636,18,19,18,27
20171030,632789,8,26,8,31
20171030,633155,6,47,7,32
20171030,633297,12,10,12,33
20171030,633902,11,50,11,56
20171030,635787,18,9,18,19
20171030,636682,5,18,5,44
20171030,638007,13,10,13,20
20171030,638343,11,47,11,59
20171030,638773,13,27,13,36
20171030,639092,13,4,13,5
20171030,641406,10,41,10,46
20171030,642144,19,20,19,43
20171030,642738,15,25,16,8
20171030,643384,19,25,19,31
20171030,643984,20,32,20,46
20171030,644544,16,30,17,13
20171030,646182,12,41,12,45
20171030,646869,18,0,18,10
20171030,647021,12,8,12,13
20171030,648089,16,21,16,38
20171030,648441,12,17,12,38
20171030,648651,11,44,11,51
20171030,649156,12,38,12,48
20171030,650602,21,45,21,51
20171030,650726,18,1,18,9
20171030,652067,14,42,14,46
20171030,654893,13,59,14,9
20171030,655056,18,44,18,51
20171030,655286,15,38,15,39
20171030,655436,14,58,15,4
20171030,655983,7,46,7,58
20171030,657010,10,38,10,45
20171030,657160,18,33,18,38
20171030,657460,11,27,11,37
20171030,657855,19,20,19,30
20171030,657976,10,6,10,15
20171030,658354,22,20,22,47
20171030,658371,10,10,10,13
20171030,658514,0,29,0,47
20171030,658568,17,44,17,59
20171030,658969,13,32,13,37
20171030,659251,16,6,16,11
20171030,659432,10,2,10,18
20171030,659454,8,26,8,31
20171030,659640,16,41,16,47
20171030,661038,12,17,12,41
20171030,661869,9,20,9,24
20171030,662088,16,23,16,33
20171030,662140,12,25,12,31
20171030,662417,5,21,5,23
20171030,662869,8,34,8,38
20171030,663144,14,12,14,19
20171030,663505,15,3,15,10
20171030,664082,7,17,7,22
20171030,664344,21,24,21,33
20171030,665215,19,41,19,54
20171030,665609,5,48,6,16
20171030,665799,22,4,22,13
20171030,666135,12,50,12,53
20171030,666721,13,53,13,57
20171030,668157,18,27,18,33
20171030,668364,16,28,16,29
20171030,668368,20,25,20,32
20171030,668845,20,49,21,0
20171030,669499,9,59,10,5
20171030,669707,19,32,19,40
20171030,670263,9,0,9,10
20171030,670309,11,6,11,12
20171030,670357,18,5,18,15
20171030,670510,11,6,11,10
20171030,670555,17,27,17,45
20171030,670592,5,26,5,42
20171030,670713,16,31,16,32
20171030,670809,8,35,8,57
20171030,670984,20,12,20,20
20171030,671562,18,45,18,49
20171030,672265,6,34,6,38
20171030,672304,17,18,17,21
20171030,672612,20,30,20,48
20171030,673153,10,34,10,39
20171030,673418,23,23,23,43
20171030,673720,19,16,19,26
20171030,674079,10,22,10,28
20171030,674423,7,39,7,49
20171030,674661,17,3,17,14
20171030,675013,9,10,9,50
20171030,675544,14,26,14,29
20171030,675601,6,44,6,48
20171030,676182,16,59,17,11
20171030,676462,10,53,10,58
20171030,676642,13,34,13,44
20171030,676713,13,52,14,3
20171030,676815,8,51,8,54
20171030,676885,13,28,13,40
20171030,677199,11,53,11,59
20171030,677295,5,37,5,49
20171030,677476,4,47,4,50
20171030,677923,9,3,9,21
20171030,678180,17,10,17,33
20171030,678415,5,6,5,44
20171030,678545,6,0,6,27
20171030,678694,11,31,11,54
20171030,678919,8,54,9,2
20171030,679001,5,14,5,16
20171030,679044,8,48,9,19
20171030,679100,17,12,17,18
20171030,679507,9,14,9,35
20171030,679530,18,20,18,22
20171030,679581,18,19,18,26
20171030,679616,18,52,19,16
20171030,679691,20,48,20,57
20171030,680970,6,22,6,33
20171030,681455,21,10,21,16
20171030,681722,18,4,18,12
20171030,681727,8,38,8,42
20171030,682087,12,43,12,53
20171030,682342,11,24,11,35
20171030,682373,12,15,12,19
20171030,682526,10,51,11,23
20171030,682555,18,7,18,51
20171030,683073,10,0,10,3
20171030,683101,18,47,19,6
20171030,683517,8,31,8,33
20171030,683701,17,13,17,16
20171030,683872,10,56,12,18
20171030,684082,16,22,16,46
20171030,685260,19,55,19,59
20171031,22195,5,14,5,30
20171031,23309,9,4,9,8
20171031,25228,8,51,8,55
20171031,27159,17,30,17,34
20171031,27196,4,40,4,43
20171031,28004,5,24,5,36
20171031,28723,6,40,6,43
20171031,29480,15,12,15,21
20171031,32758,16,22,16,26
20171031,33685,6,51,6,58
20171031,34040,9,52,10,6
20171031,37145,18,29,18,38
20171031,39621,11,7,11,10
20171031,40893,19,16,19,20
20171031,42132,18,44,18,54
20171031,45191,15,18,15,23
20171031,51559,6,51,6,55
20171031,56298,17,2,17,46
20171031,58464,22,36,22,56
20171031,58882,5,17,5,23
20171031,59907,5,41,5,45
20171031,62691,11,3,11,9
20171031,63870,9,42,10,7
20171031,64145,12,21,12,31
20171031,66572,21,24,21,29
20171031,66583,14,8,14,20
20171031,68128,11,24,11,42
20171031,69276,5,0,5,29
20171031,71122,10,22,10,33
20171031,71733,6,16,6,18
20171031,71976,12,47,12,51
20171031,72569,11,12,11,18
20171031,73557,10,3,10,47
20171031,74125,19,38,19,42
20171031,74595,10,55,11,0
20171031,74865,8,45,9,0
20171031,74969,16,54,17,16
20171031,75756,12,45,12,52
20171031,75980,20,17,21,1
20171031,76306,12,8,12,46
20171031,76791,7,56,8,4
20171031,77162,7,37,7,41
20171031,77556,4,31,4,50
20171031,77608,9,29,9,39
20171031,77663,15,23,15,28
20171031,77682,18,33,18,46
20171031,78204,23,26,23,53
20171031,78822,12,46,13,26
20171031,78916,6,38,6,44
20171031,79355,19,2,19,44
20171031,79736,18,5,18,12
20171031,80296,17,43,17,54
20171031,80737,13,51,13,56
20171031,80867,9,46,9,56
20171031,81163,18,55,18,57
20171031,81507,8,4,8,18
20171031,82459,9,10,9,19
20171031,83459,7,26,7,36
20171031,84642,7,32,7,42
20171031,85163,9,25,9,34
20171031,85316,13,5,13,14
20171031,85740,8,17,8,27
20171031,86104,17,45,17,52
20171031,86316,16,44,16,54
20171031,86433,14,56,14,59
20171031,87191,13,54,14,2
20171031,87441,13,46,13,49
20171031,87714,17,53,17,57
20171031,87946,8,58,9,7
20171031,88117,6,21,6,24
20171031,88419,7,13,7,23
20171031,88531,18,38,18,40
20171031,88742,10,18,10,26
20171031,89748,14,10,14,12
20171031,89858,19,43,19,53
20171031,90024,18,2,18,13
20171031,90693,7,39,7,43
20171031,91184,17,47,18,12
20171031,92124,8,13,8,24
20171031,92181,7,9,7,15
20171031,92278,18,42,18,44
20171031,92318,8,6,8,15
20171031,92743,7,46,8,16
20171031,93142,18,11,18,42
20171031,93679,10,14,10,47
20171031,93792,14,3,14,20
20171031,94021,18,34,18,37
20171031,94408,9,11,9,38
20171031,94527,18,16,18,19
20171031,94546,7,16,7,30
20171031,94732,8,11,8,19
20171031,95255,8,7,8,50
20171031,95333,13,54,14,31
20171031,97179,12,42,12,51
20171031,97303,17,34,17,37
20171031,97867,18,9,18,12
20171031,97895,9,35,10,41
20171031,98031,17,4,17,24
20171031,98253,17,57,18,23
20171031,98502,8,52,8,55
20171031,98555,8,45,8,53
20171031,101228,18,30,18,38
20171031,101439,10,40,10,50
20171031,101507,11,39,11,46
20171031,102792,15,11,15,41
20171031,102927,6,17,6,31
20171031,103652,13,47,13,52
20171031,104829,8,8,8,14
20171031,105242,18,41,18,50
20171031,105321,6,21,6,38
20171031,105894,16,9,16,14
20171031,106151,18,5,18,11
20171031,107473,16,9,16,39
20171031,107987,23,0,23,6
20171031,108300,8,26,8,37
20171031,108369,12,6,12,17
20171031,108522,20,8,20,23
20171031,108953,16,53,17,4
20171031,109418,16,40,17,36
20171031,109817,8,27,8,33
20171031,109838,5,38,5,39
20171031,110010,18,19,18,28
20171031,110151,18,51,19,4
20171031,110446,5,2,5,11
20171031,111023,10,2,10,24
20171031,111069,18,32,19,13
20171031,111236,15,3,15,8
20171031,111421,9,43,9,45
20171031,111975,11,28,11,37
20171031,112008,8,39,8,44
20171031,112339,17,37,18,4
20171031,112717,6,21,6,51
20171031,112920,11,30,11,48
20171031,113092,10,32,10,44
20171031,113908,17,43,17,50
20171031,114884,17,36,17,40
20171031,115425,13,28,13,44
20171031,116256,9,25,9,30
20171031,117029,13,53,14,5
20171031,117332,12,16,12,25
20171031,117337,15,42,15,57
20171031,117512,8,0,8,17
20171031,117743,9,34,9,49
20171031,118547,23,12,23,22
20171031,118733,20,9,20,24
20171031,119453,17,10,17,14
20171031,121573,15,58,16,9
20171031,121853,12,30,12,38
20171031,121925,5,10,5,22
20171031,122193,9,39,9,55
20171031,122873,15,42,15,48
20171031,122996,12,1,13,3
20171031,124156,8,57,9,3
20171031,124495,0,8,0,15
20171031,125886,19,6,19,45
20171031,126402,7,9,7,15
20171031,126848,8,23,8,32
20171031,127163,10,3,10,22
20171031,127185,8,19,8,52
20171031,127213,17,50,18,0
20171031,127529,13,36,13,42
20171031,127881,15,34,15,41
20171031,128273,5,41,6,9
20171031,128857,20,57,21,13
20171031,128938,13,13,13,15
20171031,128949,8,31,8,34
20171031,129779,18,53,18,59
20171031,130062,18,22,18,34
20171031,130217,13,40,13,44
20171031,130346,17,5,17,13
20171031,131646,12,8,12,18
20171031,133235,16,34,17,38
20171031,133947,18,25,18,31
20171031,134457,8,6,8,31
20171031,134534,21,35,22,10
20171031,134628,19,3,19,10
20171031,134994,9,23,9,33
20171031,135192,3,29,3,44
20171031,135274,8,1,8,10
20171031,136108,9,44,9,45
20171031,136591,17,3,17,31
20171031,137030,10,43,11,13
20171031,137586,15,49,16,9
20171031,138105,6,59,7,1
20171031,139206,11,43,11,48
20171031,139296,6,56,7,14
20171031,139857,17,15,17,22
20171031,141167,5,26,6,5
20171031,142454,11,4,11,14
20171031,142770,7,28,7,40
20171031,143109,12,35,13,0
20171031,143231,17,7,17,10
20171031,143321,20,32,21,1
20171031,143920,14,59,15,6
20171031,143944,19,1,19,27
20171031,145678,5,44,6,0
20171031,145866,9,31,9,41
20171031,146285,11,2,11,8
20171031,146591,8,11,8,20
20171031,146954,20,6,20,15
20171031,147158,9,2,9,6
20171031,148066,20,0,20,3
20171031,150040,6,25,6,35
20171031,150751,8,45,8,54
20171031,150965,8,20,8,24
20171031,151577,7,51,8,2
20171031,153447,9,1,9,14
20171031,153555,15,56,16,1
20171031,154418,14,15,14,29
20171031,154485,5,58,6,12
20171031,154767,16,27,16,34
20171031,156006,10,7,10,17
20171031,156933,8,58,9,11
20171031,158035,14,26,14,56
20171031,158225,16,30,16,43
20171031,158300,11,1,11,26
20171031,158621,19,5,19,10
20171031,159996,18,34,19,11
20171031,160020,15,40,15,51
20171031,161887,15,33,15,51
20171031,162905,16,12,16,33
20171031,163381,9,47,9,53
20171031,163426,21,35,21,39
20171031,163654,16,57,17,3
20171031,163874,10,17,10,21
20171031,165520,8,54,8,57
20171031,165522,20,14,20,23
20171031,166471,15,42,15,48
20171031,167216,22,25,22,33
20171031,167294,16,17,16,22
20171031,167355,18,48,19,1
20171031,168137,6,8,6,10
20171031,168853,18,39,18,53
20171031,169200,8,11,8,24
20171031,169650,15,40,15,50
20171031,170079,15,52,15,54
20171031,170481,21,14,21,15
20171031,170737,5,5,5,56
20171031,170990,21,9,21,17
20171031,173402,8,21,8,40
20171031,174083,12,8,12,17
20171031,175120,5,22,5,39
20171031,176240,22,0,22,1
20171031,176925,12,7,12,38
20171031,177049,8,21,8,29
20171031,177408,8,3,8,6
20171031,177675,7,44,7,47
20171031,178794,7,21,7,28
20171031,179377,9,18,9,20
20171031,180747,16,16,16,49
20171031,180841,16,2,16,5
20171031,183380,19,19,19,27
20171031,183441,6,51,6,52
20171031,183917,7,6,7,11
20171031,183937,22,3,22,9
20171031,185034,12,54,13,10
20171031,186430,8,44,8,52
20171031,187209,16,42,17,10
20171031,187735,19,5,19,49
20171031,188703,8,22,8,31
20171031,188775,16,9,16,26
20171031,189978,11,56,12,49
20171031,190038,5,49,6,2
20171031,190051,8,43,8,52
20171031,191209,13,42,13,45
20171031,191361,19,47,19,51
20171031,192136,12,45,12,52
20171031,192318,13,23,13,49
20171031,192834,10,3,10,9
20171031,192846,10,42,10,44
20171031,192912,11,1,11,5
20171031,193540,15,39,15,53
20171031,193995,17,42,18,6
20171031,194085,12,43,13,11
20171031,194464,12,25,12,30
20171031,194932,13,0,13,38
20171031,195722,4,58,5,6
20171031,195892,6,49,6,58
20171031,195916,9,12,10,19
20171031,196214,12,23,12,26
20171031,196395,18,56,19,12
20171031,197438,9,13,9,30
20171031,197854,23,0,23,5
20171031,197896,20,9,20,20
20171031,198259,9,33,9,38
20171031,198894,10,34,10,38
20171031,199003,13,14,13,15
20171031,200844,21,0,21,10
20171031,203123,12,49,12,55
20171031,204216,7,46,7,50
20171031,204377,16,9,16,16
20171031,205202,17,15,17,26
20171031,205538,17,4,18,5
20171031,205586,5,49,6,51
20171031,206117,11,29,11,33
20171031,206272,8,56,9,2
20171031,207583,7,36,7,45
20171031,208438,9,18,9,25
20171031,208664,11,18,11,26
20171031,209691,15,19,15,24
20171031,212661,6,55,7,9
20171031,213944,8,12,8,29
20171031,214714,18,9,18,24
20171031,215015,5,53,6,10
20171031,215403,19,52,19,57
20171031,215561,10,56,11,25
20171031,215704,19,40,19,45
20171031,215890,10,50,11,34
20171031,216605,9,40,10,0
20171031,218817,20,8,20,16
20171031,219604,17,50,18,19
20171031,220227,18,6,18,13
20171031,222534,5,29,5,36
20171031,223478,8,41,8,50
20171031,224309,11,6,11,15
20171031,224833,12,5,12,12
20171031,225262,1,24,1,29
20171031,225273,13,23,13,37
20171031,225277,0,48,0,59
20171031,228807,7,7,7,14
20171031,229597,10,55,11,8
20171031,230303,17,1,17,10
20171031,230882,8,43,8,52
20171031,233411,8,3,8,10
20171031,233808,12,35,13,20
20171031,235200,8,31,8,43
20171031,235236,14,45,14,47
20171031,235593,8,49,8,54
20171031,236618,16,43,16,50
20171031,236947,16,36,17,4
20171031,237303,17,36,17,50
20171031,238261,20,22,20,28
20171031,239969,9,40,9,54
20171031,240124,17,27,17,35
20171031,240412,17,44,18,15
20171031,240497,13,43,14,2
20171031,241492,17,43,17,47
20171031,242430,17,26,17,38
20171031,242954,17,58,18,5
20171031,243258,16,20,16,43
20171031,243516,8,46,8,51
20171031,243999,20,31,20,37
20171031,244779,9,5,9,39
20171031,245179,20,32,20,40
20171031,245199,17,31,17,37
20171031,245507,14,55,15,34
20171031,246016,0,16,1,46
20171031,250742,7,3,7,6
20171031,250749,12,39,13,0
20171031,251450,14,41,14,45
20171031,251638,9,9,9,17
20171031,252851,10,55,10,59
20171031,253018,19,20,19,31
20171031,253035,17,8,17,19
20171031,253624,10,18,10,27
20171031,254054,19,10,19,19
20171031,254953,6,25,6,44
20171031,256085,8,58,9,22
20171031,256780,7,6,7,32
20171031,257424,9,50,10,34
20171031,258223,5,59,6,32
20171031,259282,6,37,6,53
20171031,260604,15,31,15,36
20171031,260803,8,22,8,27
20171031,261531,7,43,7,48
20171031,261869,16,27,16,44
20171031,262766,8,37,8,50
20171031,262973,16,38,17,8
20171031,263402,8,59,9,4
20171031,264171,18,48,18,54
20171031,264240,8,32,8,48
20171031,264733,16,38,16,48
20171031,268844,6,17,7,21
20171031,269037,6,31,6,41
20171031,269570,9,43,10,12
20171031,269660,5,30,6,31
20171031,270443,18,21,18,30
20171031,271065,14,52,14,56
20171031,271651,16,1,16,11
20171031,272290,20,9,20,19
20171031,272708,8,32,8,34
20171031,272903,17,27,17,33
20171031,273593,8,41,8,49
20171031,274680,21,55,22,0
20171031,274753,6,29,6,39
20171031,275928,13,25,13,41
20171031,278401,9,7,9,21
20171031,280285,12,17,12,22
20171031,280885,13,36,13,47
20171031,280936,4,54,5,43
20171031,281298,8,40,8,45
20171031,281651,12,35,12,41
20171031,282808,21,0,21,35
20171031,283965,17,29,17,58
20171031,284804,5,40,5,53
20171031,285199,10,54,10,58
20171031,285467,13,16,13,25
20171031,286452,16,46,16,54
20171031,287371,11,7,11,17
20171031,287812,17,15,17,19
20171031,290695,13,37,13,42
20171031,293120,6,7,6,36
20171031,293134,7,52,7,59
20171031,293681,8,21,8,28
20171031,294748,17,30,17,34
20171031,295060,5,53,6,19
20171031,296545,20,34,20,43
20171031,297193,11,50,11,58
20171031,297238,8,32,8,44
20171031,298651,8,5,8,7
20171031,298818,18,12,18,46
20171031,299373,18,46,18,54
20171031,299667,7,36,7,52
20171031,299893,13,5,13,12
20171031,300409,12,16,12,19
20171031,301098,10,37,10,40
20171031,301575,5,48,5,57
20171031,302209,14,9,14,14
20171031,303218,13,35,13,46
20171031,303371,12,23,12,35
20171031,307649,17,7,17,11
20171031,307957,16,32,16,53
20171031,310446,10,27,11,25
20171031,311044,17,20,17,31
20171031,311845,18,59,19,27
20171031,311909,21,44,21,49
20171031,312774,19,12,19,35
20171031,313523,12,43,12,56
20171031,313979,17,39,18,0
20171031,314012,11,14,11,36
20171031,314262,11,20,11,52
20171031,314470,15,28,15,33
20171031,314795,16,31,16,38
20171031,316496,13,18,14,39
20171031,317476,18,53,19,16
20171031,318868,13,34,13,38
20171031,319497,11,42,12,3
20171031,319889,8,57,9,8
20171031,319950,18,14,18,19
20171031,321526,20,16,20,20
20171031,321668,7,4,7,13
20171031,323240,11,27,11,33
20171031,325109,21,50,22,3
20171031,327093,21,11,21,14
20171031,328308,8,23,9,2
20171031,329392,23,30,23,31
20171031,329705,12,1,12,12
20171031,331025,9,42,9,56
20171031,332995,9,43,9,55
20171031,334519,18,5,18,9
20171031,335098,13,43,14,1
20171031,337128,7,4,7,8
20171031,339516,7,38,7,44
20171031,339749,18,35,18,43
20171031,340067,5,18,5,42
20171031,340167,16,31,16,40
20171031,340760,15,28,15,44
20171031,341710,21,16,21,25
20171031,341955,21,41,22,0
20171031,343209,12,57,13,5
20171031,344556,7,14,7,24
20171031,345001,8,27,8,33
20171031,346780,20,27,20,32
20171031,348547,13,5,13,10
20171031,350968,16,51,17,3
20171031,351622,8,47,9,17
20171031,352116,10,8,10,16
20171031,352629,17,5,17,18
20171031,353810,5,5,5,41
20171031,353832,16,45,16,49
20171031,354096,16,58,17,7
20171031,356084,10,10,10,39
20171031,356144,14,13,14,19
20171031,356807,0,43,0,46
20171031,358137,7,11,7,53
20171031,358336,6,58,7,2
20171031,358539,12,43,13,20
20171031,359810,13,11,13,18
20171031,361323,12,13,12,21
20171031,363585,3,51,3,59
20171031,367394,10,29,10,37
20171031,369117,11,56,12,1
20171031,371092,11,13,11,36
20171031,372040,7,54,8,17
20171031,372173,5,45,5,50
20171031,373826,16,27,16,33
20171031,376988,8,16,8,28
20171031,377504,6,20,6,33
20171031,378976,6,3,6,11
20171031,380076,6,59,7,1
20171031,380387,18,20,19,3
20171031,381933,10,21,10,44
20171031,382628,14,25,14,38
20171031,384723,18,31,18,37
20171031,386690,16,58,17,37
20171031,386815,13,32,14,27
20171031,386984,6,5,6,17
20171031,387259,9,5,9,21
