,user_id,connection_start_datetime,connection_end_datetime,active_hour_int,date_str,day_date,year_num,month_num,week_of_year_num,day_num,day_of_week,day_of_week_name
167,118000,2017-10-28 10:30,2017-10-28 11:02,11,20171028,2017-10-28,2017,10,43,28,6,Saturday
168,118319,2017-10-28 10:06,2017-10-28 10:46,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
169,118406,2017-10-28 09:04,2017-10-28 09:09,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
170,118999,2017-10-28 15:26,2017-10-28 15:33,15,20171028,2017-10-28,2017,10,43,28,6,Saturday
171,119222,2017-10-28 09:20,2017-10-28 09:30,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
172,119257,2017-10-28 14:33,2017-10-28 14:46,14,20171028,2017-10-28,2017,10,43,28,6,Saturday
173,119453,2017-10-28 19:44,2017-10-28 19:49,19,20171028,2017-10-28,2017,10,43,28,6,Saturday
174,119955,2017-10-28 08:57,2017-10-28 09:19,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
175,119955,2017-10-28 08:57,2017-10-28 09:19,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
176,120171,2017-10-28 09:54,2017-10-28 10:10,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
177,120171,2017-10-28 09:54,2017-10-28 10:10,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
178,120391,2017-10-28 09:10,2017-10-28 10:33,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
179,120391,2017-10-28 09:10,2017-10-28 10:33,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
180,120831,2017-10-28 21:12,2017-10-28 21:21,21,20171028,2017-10-28,2017,10,43,28,6,Saturday
181,121573,2017-10-28 08:11,2017-10-28 08:20,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
182,122603,2017-10-28 17:14,2017-10-28 17:25,17,20171028,2017-10-28,2017,10,43,28,6,Saturday
183,123292,2017-10-28 18:08,2017-10-28 18:31,18,20171028,2017-10-28,2017,10,43,28,6,Saturday
184,123791,2017-10-28 10:45,2017-10-28 11:13,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
185,123791,2017-10-28 10:45,2017-10-28 11:13,11,20171028,2017-10-28,2017,10,43,28,6,Saturday
186,124024,2017-10-28 21:46,2017-10-28 21:54,21,20171028,2017-10-28,2017,10,43,28,6,Saturday
187,124031,2017-10-28 22:57,2017-10-28 23:02,22,20171028,2017-10-28,2017,10,43,28,6,Saturday
188,124031,2017-10-28 22:57,2017-10-28 23:02,23,20171028,2017-10-28,2017,10,43,28,6,Saturday
189,124041,2017-10-28 08:23,2017-10-28 08:47,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
190,124196,2017-10-28 09:00,2017-10-28 09:33,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
191,125177,2017-10-28 16:25,2017-10-28 16:29,16,20171028,2017-10-28,2017,10,43,28,6,Saturday
192,125486,2017-10-28 13:06,2017-10-28 13:36,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
193,125518,2017-10-28 10:15,2017-10-28 10:18,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
194,126084,2017-10-28 18:19,2017-10-28 18:31,18,20171028,2017-10-28,2017,10,43,28,6,Saturday
195,126225,2017-10-28 10:40,2017-10-28 10:47,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
196,126630,2017-10-28 14:00,2017-10-28 14:06,14,20171028,2017-10-28,2017,10,43,28,6,Saturday
197,127004,2017-10-28 08:34,2017-10-28 08:52,8,20171028,2017-10-28,2017,10,43,28,6,Saturday
198,127163,2017-10-28 09:50,2017-10-28 09:59,9,20171028,2017-10-28,2017,10,43,28,6,Saturday
199,127485,2017-10-28 19:55,2017-10-28 20:05,19,20171028,2017-10-28,2017,10,43,28,6,Saturday
200,127485,2017-10-28 19:55,2017-10-28 20:05,20,20171028,2017-10-28,2017,10,43,28,6,Saturday
201,127584,2017-10-28 10:45,2017-10-28 10:52,10,20171028,2017-10-28,2017,10,43,28,6,Saturday
202,127736,2017-10-28 13:47,2017-10-28 14:10,13,20171028,2017-10-28,2017,10,43,28,6,Saturday
203,127736,2017-10-28 13:47,2017-10-28 14:10,14,20171028,2017-10-28,2017,10,43,28,6,Saturday
204,129329,2017-10-28 06:50,2017-10-28 07:03,6,20171028,2017-10-28,2017,10,43,28,6,Saturday
205,129329,2017-10-28 06:50,2017-10-28 07:03,7,20171028,2017-10-28,2017,10,43,28,6,Saturday
